label,text
ham,Де мій хлопець? Я сумую за тобою... Що сталося?
ham,"У нього багато вживаних, крихітко, але модель не допомагає. Ви повинні принести це, і він підбере це"
ham,Ви також берете Галілео чи Добі?
ham,Тоді чому ти не відповідаєш
ham,"\БУ, ДИТИКО! ВАМ ПОДОБАЄТЬСЯ СВОЯ РОБОТА? ЗДАВАЛОСЯ, ЩО 2B, ХУННІ, ВИ БУДЕТЕ ДОБРЕ! СПОДІВАЄМОСЯ, ВСЕ ОК? БУДЬТЕ ОБЕРЕЖНІ ТА Я НЕЗАБАРОМ ГОВОРИТЬ 2U БАГАТО КОХАННЯ, Я XXXX.\"""""
ham,"Доброго дня, зірка! Як мій хлопчик? Він ще мене жадає? Хочеш трахнути мене? *потягує капучіно* Я сумую за тобою, крихітко *дражливий поцілунок*"
ham,По дорозі так не можу txt
spam,"СМС-СЕРВІСИ. для ваших включених текстових кредитів, будь ласка, перейдіть на www.comuk.net login= 3qxj9 скасуйте підписку за допомогою STOP, без додаткової плати. довідка 08702840625.COMUK. 220-CM2 9AE"
spam,25p 4 Alfie Moon's Children in need song на вашому моб. Скажи своєму m8s. Txt Tone благодійний на 8007 для Nokia або Poly благодійний для polys: zed 08701417012 profit 2 благодійний.
ham,Доброго вечора! Ttyl
ham,Хм .. Шматочки лол ... *зітхає* ...
ham,"Ха-ха-ха..використовуйте свій мозок, дорогий"
ham,привіт Маєш пошту?
ham,"Вибачте, індикатор став зеленим, я мав на увазі, що інший друг хотів &lt;#&gt;  варто, але його може не бути поруч"
ham,"Дякую за вчора, сер. Ви були чудові. Сподіваюся, вам сподобалося поховання. МохіБіола"
spam,"У тебе є таємний шанувальник. ПОКАЗАЙТЕ, хто вважає вас такими особливими. Телефонуйте 09065174042. Щоб відмовитися Відповісти REVEAL STOP. 1,50 за повід. Опіка 07821230901"
ham,"Привіт, друже, це автофургон, чи добре тобі було, просто напиши 3 повідомлення, привітайся, тому що я не надсилав тобі 1 років тому почав їздити, тому тримайся поза дорогами! RVx"
spam,"Шановний власнику ваучера! Щоб отримати пропозицію цього тижня, перейдіть на своєму комп’ютері за адресою http://www.e-tlp.co.uk/expressoffer Застосовуються умови та умови. Щоб припинити надсилання текстових повідомлень, надішліть STOP на номер 80062"
ham,"Дуже дякую. Коли ми скайпували wit kz і sura, ми не отримали задоволення від вашої компанії. Сподіваюся, ти добре. Ми поставили тобі ультиматум о! Ми ведемо зворотний відлік до абуро. Насолоджуйтесь! Це повідомлення, яке я надіслав кілька днів тому"
ham,Результат обов'язково дасть :)
ham,"Доброго ранку, мій дорогий........... Чудового вам &amp; вдалий день."
spam,"Хочете 750 у будь-який час, будь-яка мережа, мінімум 150 текстових повідомлень і НОВИЙ ВІДЕОтелефон лише за п’ять фунтів на тиждень, зателефонуйте за номером 08002888812 або надішліть відповідь, щоб отримати доставку завтра"
ham,"Сер, я запізнювався зі сплатою орендної плати протягом останніх кількох місяців і мав сплатити $ &lt;#&gt;  заряд. Я вважав, що було б нерозсудливо з мого боку нарікати на те, що ти дорого коштуєш для себе, і тому я не говорив. Однак я перебуваю в рецесії і не зможу сплатити цей місяць, отже, я запитую задовго до кінця місяця. Допоможіть, будь ласка. дякую"
spam,"Ми намагалися зв’язатися з вами щодо нашої пропозиції нового відеотелефону 750 у будь-який час будь-яка мережа хв. ЗА ПІВЦІНИ Оренда відеокамери, зателефонуйте за номером 08000930705 або надішліть відповідь щодо доставки в середу"
spam,"Останній шанс 2 отримати ваші ваучери на знижку на суму 150 фунтів стерлінгів - Надішліть текстове повідомлення ""ТАК"" на номер 85023 зараз! Учасник SavaMob пропонує мобільний T Cs 08717898035. 3 фунти стерлінгів суб. 16 . Видаліть txt X або STOP"
ham,"Я тебе так сильно кохаю, ти не розумієш, наскільки ти особливий, ти 2 мені дзвониш, ти 2завтра любиш ти xxx"
ham,"Будь ласка, надішліть мені вичерпну пошту про те, кому я плачу, коли та скільки."
ham,Минулої ночі померла мати нашого Прашантхеттана. моліться за неї та родину.
spam,Терміново! телефонуйте зі стаціонарного телефону 09066350750. Ваші безкоштовні 4* Ibiza Holiday або 10 000 готівкою очікують отримання SAE T&Cs PO BOX 434 SK3 8WP 150 стор/хв 18+
ham,K.k:)коли ти збираєшся?
ham,"Тим часом у наборі лайна: xavier вирішив дати нам &lt;#&gt;  секунди попередження, що Саманта прийшла і грає на гітарі Джея, щоб справити на неї враження чи щось таке. Також я не думаю, що Дуг усвідомлює, що я більше тут не живу"
ham,"Мій шлунок зазнав стільки травм, що я, клянуся, просто не можу їсти. Мені краще схуднути."
ham,Я в офісі:)в чому справа..повідомте мені зараз.Я подзвоню вам на перерві:).
ham,"Так, тут ледве вистачає місця для нас двох, у X занадто багато чортових черевиків. Вибач, побачимося пізніше"
spam,"Сьогоднішня пропозиція! Отримайте ваучери на знижку на суму £150! Надішліть ""ТАК"" на номер 85023 зараз! Учасник SavaMob пропонує мобільний! T Cs 08717898035. £3,00 суб. 16 . Скасувати підписку на відповідь X"
ham,Ви вже дійшли до фруктового саду? Ви хочете спочатку купити квитки?
ham,"Я справжній, дитинко! Я хочу показати твою внутрішню тигрицю..."
ham,"Ні, якщо ви запустите, це активує повну версію da."
ham,"\АХ, БІЛЬНА ДИТИНА! СПОДІЙСЯ, ЩО ПОЧУВАЄМОСЯ КРАЩЕ, ЛЮБОВ! PROBTHAT ПЕРЕДОЗУВАННЯ РОБОТОЮ ГЕЙ, ОБЕРЕЖНО SPK 2 U SN БАГАТО LOVEJEN XXX.\"""""
ham,"Зупиніть історію. Я сказав йому, що повернув його, і він каже, що я не повинен замовляти його повторно."
spam,"Говори сексуально!! Знаходьте нових друзів або закохуйтеся в найскромнішій у світі службі текстових знайомств. Просто напишіть VIP на номер 83110 і подивіться, з ким ви можете зустрітися."
ham,Збираєшся вивести свою дитину?
ham,"Хай, завтра я прийду вранці.  &lt;DECIMAL&gt;  я буду там, у Саті, тоді ми підемо до офісу RTO. Відповісти мені після повернення додому."
ham,Ложки це тоді добре?
ham,"Він щойно сказав, що когось звати Тампа?"
ham,Зараз на роботі. Будемо через кілька хвилин.
ham,Your brother is a genius
ham,"Вибачте, я думаю, щоразу, коли я можу отримати свої зв’язки, можливо, годину чи дві? Я напишу тобі"
ham,"Ти дізнався, о котрій годині автобус, тому що мені потрібно дещо розібратися?"
ham,"Чувак, нещодавно я бачив багато корветів"
spam,"Вітаємо, ви отримали або річний запас компакт-дисків від Virgin Records, або таємничий подарунок ГАРАНТОВАНО Телефонуйте 09061104283 Ts&Cs www.smsco.net å£1.50 вечора приблизно 3 хв."
ham,"Те саме, але я вважаю стіни, бункери та інше лайно важливим лише тому, що я ніколи не граю мирно, але я думаю, що ваше місце досить високо, щоб це не мало значення"
spam,ПРИВАТНЕ! У вашій виписці з рахунку за 2003 рік за 07808 XXXXXX показано 800 невикористаних балів S.I.M. Телефонуйте 08719899217 Ідентифікаційний код: 41685 Діє до 11.07.04
spam,"Привіт. Нам потрібні шикарні пташки та хлопці, щоб перевірити пробні штучки для шампні. Чи можу я вас посадити? Мені потрібна ваша адреса та якнайшвидше. Ta r"
spam,"Що ти хочеш на Різдво? Як щодо 100 безкоштовних текстових повідомлень і нового відеотелефону за півціни на оренду лінії? Телефонуйте зараз безкоштовно за номером 0800 0721072, щоб дізнатися більше!"
ham,"Офіційно я в філософській ямі, тому, якщо хочеш зателефонувати, я вдома, готовий бути врятованим!"
ham,"Усе йде добре... без проблем... але все одно потрібен невеликий досвід, щоб зрозуміти голос американських клієнтів..."
ham,"Я надішлю вам повідомлення, коли віддам x"
ham,Це був довгий день. Я виснажений. Просто хочеться пригорнутись і подрімати
ham,Поговоріть із собою хоча б раз на день...!!! Інакше ти пропустиш свого найкращого друга в цьому світі...!!! -Шекспір ​​- ШЕСІЛ &lt;#&gt;
spam,"Shop till u Drop, ЦЕ ​​ВИ, або 10K, 5K, £500 готівкою або å100£ туристичний ваучер, Телефонуйте зараз, 09064011000. NTT PO Box CR01327BT Стаціонарний зв’язок Вартість 150 стор./хв."
ham,Ви в касторі? Тобі треба щось побачити
spam,"Вікторина про сонце Wkly Q! Виграйте найкращий DVD-програвач Sony, якщо знаєте, у якій країні грав Ліверпуль у середині тижня? Надішліть відповідь на номер 82277. £1,50 SP: Tyrone"
spam,"У вас є таємний шанувальник, який шукає 2 зв’яжіться з U-дізнайтесь, кого вони R*розкрийте, хто вважає UR таким особливим – зателефонуйте за номером 09058094565"
spam,"У вас є таємний шанувальник, який шукає 2 зв’яжіться з U-дізнайтеся, кого вони R*виявляють, хто вважає UR таким особливим-телефонуйте за номером 09065171142-stopsms-08"
spam,"Нагадування: ви не завантажили вміст, за який уже заплатили. Перейдіть до http://doit. mymoby. tv/, щоб зібрати ваш вміст."
ham,"Бачиш, я знав, що дати тобі перерву кілька разів призведе до того, що ти завжди захочеш пропустити комендантську годину. Я збирався дати тобі до першої, але фільм ОПІВНОЧІ не вийде до другої години. Тобі потрібно повернутися додому. Вам потрібно виспатися і, якщо що, вам потрібно вивчати тренування слуху."
ham,Я люблю робити масаж. Я використовую багато дитячої олії... Яка твоя улюблена позиція?
ham,"Чувак, ми повинні піти вечеряти знову"
ham,"Yoyyooo, ти знаєш, як змінити дозволи для диска в mac. Моя флешка"
ham,Gibbs unsold.mike Hussey
ham,"Я люблю поговорити, але не вмію. Я не знаю y."
ham,"Y dun підстрижений занадто коротко leh. Вам подобається, а? Вона провалилася. Вона дуже сумна."
ham,Ти неймовірний фаглорд
ham,Дружина.як вона точно знала час вбивства
ham,Чому ти питаєш принцесу?
ham,Я велика принцеса! що ти про мене думаєш :)
ham,Наттер. Різак. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. тобто ти
ham,"Це нормально, ти зайнятий, але мені дуже нудно, тому я тобі повідомлю. Я не знаю, який колір вона вибрала для мене."
ham,"У g завтра рано урок, тому не варто намагатися закурити в &lt;#&gt;"
ham,"Чудова думка - Будьте вдячні, що у вас немає всього, чого ви хочете. Це означає, що у вас ще є можливість бути завтра щасливішим, ніж сьогодні.\"":-)"""
ham,"Сподіваюся, у вас хороший тиждень. Просто зареєструвався"
ham,"я звик до цього. Я просто сподіваюся, що мої агенти не кинуть мене, оскільки цього року я забронював лише кілька речей. Усе це я в Бостоні, вони в Нью-Йорку були експериментом."
ham,"Четвер ввечері? Так, звичайно, тоді ми це розберемо"
spam,"Ваша безкоштовна мелодія чекає на отримання. Просто введіть пароль \MIX\"" на номер 85069 для підтвердження. Отримайте Ашера та Брітні. FML"
ham,"Напевно, гроші турбуються. Речі настають, і я маю кілька непогашених рахунків за роботу, яку я виконав два-три місяці тому."
ham,Як вас можна навчити. І де.
ham,"Цікаво, чи розрядився акумулятор вашого телефону? Я повинен був сказати тобі, я люблю тебе, дитинко"
ham,"Чудовий запах у цьому автобусі, і це не тютюн..."
ham,"Ми всі тут починаємо хвилюватися, Дерек і Тейлор вже припустили найгірше"
ham,"Гей, що трапилося, Чарльз, вибач за пізню відповідь."
spam,"все найновіше від Stereophonics, Marley, Dizzee Racal, Libertines і The Strokes! Вигравайте ігри Nookii разом із Flirt!! Натисніть WAP-закладку TheMob або надішліть WAP-повідомлення на номер 82468"
ham,"Я віддам її, як тільки отримаю. Крім того, вона сказала, що грінул вітає вас, коли ми розмовляємо"
ham,WHITE FUDGE OREOS В МАГАЗИНАХ
spam,"Січень чоловічий розпродаж! Гарячий гей-чат тепер дешевший, телефонуйте 08709222922. Національний тариф від 1,5 пенсів за хвилину дешево до 7,8 пенсів за хвилину в пік! Щоб припинити смс телефонуйте 08712460324 (10р/хв)"
ham,"моя любов! Чому ви так довго йшли до Захера? Я отримав ваші слова на ym і був радий їх бачити, але мені було сумно, що ви пішли. я сумую за тобою"
ham,"Мені шкода, що це завдало вам болю."
ham,"не можу мене нудить. Я так зла. Цілий тиждень я не їв солодощів, тому що сьогодні планував скинути свиню. Я весь тиждень сиділа на дієті. А тепер я не голодна :/"
ham,"Гаразд, але не надто рано. У мене все ще є проектна зустріч."
ham,"Подзвони мені тато, я чекаю твого дзвінка."
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Насправді сьогодні збирався надіслати вам нагадування. Чудових вихідних
ham,"Коли люди бачать мої повідомлення, вони думають, що я залежний від повідомлень... Вони помиляються, тому що вони не знають, що я залежний від моїх милих друзів..!! BSLVYL"
ham,"Гей, ти дав їм свою фотографію, коли реєструвався для водіння, а? Tmr хоче зустрітися в yck?"
ham,"Ніколи не розмовляй з ним, добре, це моє слово."
ham,Тоді коли ти хочеш це побачити
ham,"По дорозі до школи. Будь ласка, надішліть мені номер Ешлі"
ham,Буде добре. Зараз у мене є avalarr. Буде кричати пізніше
ham,"Сьогодні вона пішла відвідати ще два тури, але так і не прийшла додому."
ham,Насправді я видалив свій старий веб-сайт..тепер я веду блог на magicalsongs.blogspot.com
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
ham,"Але я сиджу на дієті. І вчора я з’їв на 1 шматок піци забагато. Ой, я ЗАВЖДИ на дієті."
ham,K:)я дам деталі свого kvb acc :)
ham,"Ой, усі мають прийти, а?"
spam,"гроші!!! ти щасливий переможець! 2 Вимагайте грошовий приз у SMS 2 88600 понад 1 мільйон фунтів стерлінгів, щоб роздати! ppt150x3+звичайна текстова швидкість box403 w1t1jy"
ham,"Мені дуже шкода, що я не зможу зробити це в цю п’ятницю. Сподіваюся, ви знайдете альтернативу. Сподіваюся, що семестр пройде добре:-)"
ham,"Вітаємо ore mo owo re wa. Насолоджуйтесь цим, і я бажаю вам багато щасливих моментів туди й назад, куди б ви не пішли"
ham,Тож у вас ще є самус плечі
ham,"О котрій годині, як ви думаєте, це буде? Мені потрібно знати, коли я маю бути біля кампусу"
spam,"Шановний Метью, будь ласка, зателефонуйте за номером 09063440451 зі стаціонарного телефону, ваша безкоштовна відпустка 4*Lux на Тенеріфе або £1000 ГОТІВКОЮ очікують отримання. ppm150 SAE T&Cs Box334 SK38XH."
ham,Тоді не одягай джинси...
ham,"Відколи, з якого боку, будь-яка температура, будь-яка блювота."
ham,К:)к.ти в коледжі?
spam,Терміново! телефонуйте 09061749602 зі стаціонарного телефону. Ваші безкоштовні 4* Tenerife Holiday або £10 000 готівкою очікують отримання SAE T&Cs BOX 528 HP20 1YF 150 стор/хв 18+
ham,"краще. Придумав до п’ятниці, а вчора набив себе, як свиню. Тепер я відчуваю себе bleh. Але принаймні це не звиваючий біль різновид bleh."
ham,"Ні, ми продаємо все, щоб мати тонни монет. Потім продайте наші монети комусь через PayPal. Вуаля! Гроші повертаються в кишені життя :)"
ham,Вони роблять це в багатьох місцях. Безпечними є лише лікарні та медичні пункти.
spam,"Як щодо зв’язку з людьми, які чекають компанії? Просто надішліть назад своє ІМ’Я та ВІК, щоб взяти участь! Насолоджуйтесь спільнотою (150p/SMS)"
ham,"Крім того, нещодавно я кілька разів його здув, тому краще не надсилати йому повідомлення зненацька, шукаючи траву"
ham,"Я надіслав свої бали до sophas, і мені довелося подати заявку на середню школу для кількох шкіл. Думаю, якщо ви збираєтеся подати заявку, також проведіть дослідження щодо вартості. Зв'яжіться з жартом Огунрінде, її школа для мене одна з менш дорогих"
ham,"Я не можу дочекатися, щоб побачити вас! Чим були корисні фотографії? :)"
spam,"Наразі ваш баланс готівки становить 500 фунтів стерлінгів - щоб збільшити надходження готівки, тепер надішліть GO на номер 86688 лише за 150 пенсів за повідомлення. CC: 08718720201 PO BOX 114/14 TCR/W1"
ham,"Привіт, я вже забронював курс на час... які ще уроки ми збираємося? Будьте вільними від сиділої ночі, нам потрібно зустрітися та підтвердити наше проживання"
ham,Chk у вашій улюбленій мс
ham,"Ти хочеш, щоб я прийшов у цей час?"
ham,"Чудово, давай знати, коли ти поруч"
ham,"Шб, добре, добре... Дякую..."
ham,"Прекрасна правда проти гравітації.. Читайте уважно: \Нашому серцю стає легко, коли хтось у ньому.. Але дуже важко, коли хтось залишає його..\"" НА ДОБРАЧЬ"""
ham,Також не забувайте взяти миску Добі зі свого автомобіля
spam,Брудні історії та ДІВЧАТА чекають на вас
ham,"Вибачте, я зараз надсилаю повідомлення... Яка біда... Але лише 4 ночі... Ти матимеш нову кімнату, 2 спатимеш..."
ham,"Кохання - це не рішення, це почуття. Якби ми могли вирішувати, кого любити, тоді життя було б набагато простішим, але менш чарівним"
ham,"Ну, мабуть, він пішов на пенсію"
ham,"Мій код сортування – а номер рахунку – . Банк нацзахід. Чи можете ви відповісти, щоб підтвердити, що я надіслав це потрібній людині!"
ham,Де @
ham,"Ви впевнені, що не можете взяти лікарняний?"
spam,"ТЕРМІНОВО! Ми намагаємося зв’язатися з U. Сьогоднішній розіграш показує, що ви виграли приз у розмірі £800 ГАРАНТОВАНО. Телефонуйте зі стаціонарного телефону 09050001808. Позов М95. Дійсний лише 12 годин"
ham,"Перегляд мультфільму, прослуховування музики та амп; напередодні довелося піти в храм &amp; церква.. А ти?"
ham,"Ей Чад, на який урок гімнастики ти хочеш піти? На сайті сказано, що християнський клас переповнений.."
ham,Ви настільки зайняті?
ham,"Або ще краще ви можете зловити її та дозволити запитати, чи може вона продати &lt;#&gt;  для мене."
ham,Я не впевнений щодо нічного меню. . . Я знаю тільки про обіднє меню
ham,"Чого ти хочеш, коли я повернуся?.Красиве намисто як знак мого серця для тебе.Це те, що я віддам, але ЛИШЕ МОЇЙ ДРУЖИНІ, ЩО МОЄ ДОБОЄ.БУДЬ ТАКИМ І ДИВІТЬСЯ..НІХТО не може дати тобі цього.Не дзвони мені.Я почекаю, поки прийду."
ham,Чи готові ви піти на курс підвищення кваліфікації.
ham,"Це не буде до 2.15, як спроба 2 сортувати будинок, це нормально?"
ham,"Yar lor he wan 2 go c horse racing today mah, так що їжте раніше. Я їв курячий рис. ти?"
ham,"Haha awesome, omw назад тоді"
ham,"Так, я так думаю, поки електронний магазин не закриється."
ham,який номер твого рахунку?
ham,"Е, ти неправильно надіслав..."
ham,"Гей, ні, я не бачив нічний день без тебе, болотяний, зі мною, нудна сучка! Дякую, але ти чекаєш до наступного разу, коли я буду з тобою"
ham,"Добре, я поговорю з ним"
ham,"Не вагайтеся. Ви знаєте, це вже другий раз, коли вона має таку слабкість. Тож зберігайте в записнику те, що вона їла та робила напередодні, чи щось змінилося напередодні, щоб ми могли бути впевнені, що нічого"
ham,"Гей, ти можеш заплатити. З зарплатою де. Тільки &lt;#&gt; ."
ham,Ще місяць. Мені потрібна шоколадна трава та алкоголь.
ham,"Якщо він почав шукати, він отримає роботу за кілька днів. У нього великий потенціал і талант."
ham,"Вважайте, що потрібно бути в місті о вісімдесятій, щоб піти від * автостоянки."
spam,"Вітаю! Ваші 2 мобільні відеофони 3G. телефонуйте 09063458130 зараз! спілкуватися у відеочаті з друзями, грати в java-ігри, завантажувати музику на polyPH, орендувати без мережі."
ham,ПОДИВІТЬСЯ НА ЧИСАНИЙ ЧАС. ЩО НА ХРЯ ВИ ДУМАЄТЕ
ham,"Вгадайте, що я щойно впустив"
ham,"Карлос каже, що він буде в му в &lt;#&gt;  хвилин"
ham,Я зараз на посаді. Я подзвоню тобі &lt;#&gt;  хв:)
ham,"Ге-е-е... Я вже сумую за тобою, розумієш? Ти все, про що я можу думати. Бля, я не можу дочекатися наступного року, коли ми будемо разом ... *люблячий поцілунок*"
ham,"Yun ah.the ubi one say if Ì_ wan call tomorrow.call 67441233 look for Irene.ere has only bus8,22,65,61,66,382. Ubi cres, ubi tech park. 6ph для перших 5wkg днів. Ì¬n"
ham,тьфу Треба їхати назад до SD з la. Моя попа болить.
ham,26 ЛИПНЯ
ham,"Привіт, я найкраще відпочиваю! ми повинні вставати о 7 ранку щодня! була хороша вечірка того вечора? Я повертаюся додому завтра о 5 ранку."
ham,"До Ì_... ÌÏ приходь, тоді приходь... Але я не маю спідниць у смужку..."
ham,Різдвяна історія — це мир.. Різдвяне повідомлення — це любов.. Різдвяне диво — це Ісус.. Бажаю щасливого місяця попереду &amp; вітаю Вас з Різдвом...
ham,"Я не можу, у мене немає її номера!"
ham,Знову змінити... Це один біля ескалатора...
ham,"Yetunde, я на уроці, чи можете ви не спускати на нього воду, щоб все було добре? Будь ласка зараз."
ham,"Тут не так багато сталося. Відчувається дуже тихо. Бет у тітки, а Чарлі багато працює. Лише я та Хелен у часі. Як справи?"
ham,"Тоді Ì_ зачекай мене на автобусній зупинці позаду ur lect lar. Якщо я не знаю Ì_, я йду за машиною, потім повертаюся й вибираю Ì_."
ham,"Добре, ще раз дякую, що вийшли"
ham,Ні..але чув приблизно так..
spam,"Будь ласка, зателефонуйте нашому представнику служби підтримки клієнтів за БЕЗКОШТОВНИМ ТЕЛЕФОНОМ 0808 145 4742 з 9:00 до 23:00, оскільки ви ВИГРАЛИ гарантовану £1000 готівкою або å£5000 призу!"
ham,"Так..він справді чудовий..Бхаджі сказав Каллісу, що найкращий гравець у крикет після Сачіна у світі:).Дуже важко вибратися."
ham,&lt;#&gt;  я думаю? Треба сказати за програмою
ham,Умма. Вона щось сказала
ham,"Дай мені секунду подумати, подумай про це"
spam,Panasonic & BluetoothHdset БЕЗКОШТОВНО. Nokia БЕЗКОШТОВНО. Motorola БЕЗКОШТОВНО & DoubleMins & DoubleTxt за контрактом Orange. Телефонуйте MobileUpd8 за номером 08000839402 або телефонуйте 2optout
ham,"Я не зовсім знаю, що робити. Я досі не можу ні з ким зв’язатися. Я можу забрати вас близько 19:30, і ми побачимо, чи вони в пабі?"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,"Шановний Герою, я їду до Катару, щоб отримати слушну можливість. Будь ласка, залишайтеся на зв’язку за адресою &lt;EMAIL&gt; ,керала"
ham,"Лол, я б хотів, але у моєї мами був би припадок і вона розповіла всій родині, який я божевільний і жахливий"
ham,"Я щойно повернувся додому, дитино, ти ще не спиш?"
ham,I dunno they close oredi not... ÌÏ v ma fan...
ham,Просто купи піцу. Любителі м'яса або вищий. Ви можете вибрати.
ham,"Так, сказала..вона запитувала, що має значення?"
ham,"Шановний, жаль, що я не міг вибрати дзвінок. поїхав з ctla зараз у Кочін додому. залишив мобільний у машині.. Ente style ishtamayoo? щасливого Бакріда!"
spam,БЕЗКОШТОВНО протягом 1-го тижня! No1 Nokia tone 4 ur mob щотижня просто надсилайте текстові повідомлення NOKIA на номер 8007 Отримайте текстові повідомлення та розкажіть друзям www.getzed.co.uk PO Box 36504 W45WQ norm150p/tone 16+
ham,Надіслати мені цей exe на вашу пошту.
ham,"Ні, дивитися телевізор вдома... Не виходити. V нудно..."
ham,"Не знаю..чекай, я перевірю."
ham,"Доброго дня в цей чудовий ювілейний день, мій милий J!! Сподіваюся, ти щасливий і задоволений, моя Здобич. Я думаю про тебе і надсилаю дражнилий поцілунок з-за моря, вмовляючи зображення улюблених сувенірів... Ти, Кугуар-Пен"
spam,Вгадай що! Хтось із ваших знайомих таємно любить вас! Wanna find out who it is? Зателефонуйте нам за номером 09065394514 зі стаціонарного телефону DATEBox1282EssexCM61XN 150p/хв 18
ham,Ми ще на сьогоднішній вечір?
ham,"Чи можу я подзвонити вам пізніше, будь ласка"
ham,Хіба це не була модель останніх лайнових вихідних?
ham,"у мене болить горло. Це подряпини, коли я розмовляю"
ham,"Так, так. Будь-який plm в офісі"
ham,Ти не поруч чи просто ще спиш? :В
ham,"Лол, ти забув, а? Так, я принесу його, дитинко"
ham,"Це добре, ми знайдемо спосіб"
ham,Не можна використовувати іноземні марки в цій країні. Хороша лекція.
ham,"Так, купайся ляо..."
ham,"З НОВИМ РОКОМ, МІЙ ЧОЛОВІК №1"
ham,"О, МІСТЕР ШЕФФІЛД! Ти хочеш пограти в ТУ гру, гаразд. Ти начальник, а я няня. Ти підвищиш мені зарплату і я дам тобі!!"
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN SAM IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
ham,"Привіт, крихітко, ти повернувся до мами? Ви зараз налаштовуєте комп'ютер? Наповнити живіт? Як справи, коханець? Я вже сумую за тобою ... *зітхає*"
ham,"Ні, моїх ковдр достатньо, дякую"
ham,"неслухняна маленька думка: «краще фліртувати, фліртувати й фліртувати, ніж любити когось і отримувати боляче, боляче й боляче...:-) Gud nyt"
ham,"Едісон правильно сказав: «Дурень може поставити більше запитань, ніж мудра людина може відповісти». Тепер ви знаєте, чому всі ми втратимо дар мови під час ViVa.. GM"
ham,"Вони просто говорять, що це де. Вони не хочуть іншого."
ham,"Сьогодні я йду до коледжу, тому не можу бути присутнім на заняттях."
ham,Я на уроці. Буду кричати пізніше
ham,"Легко вибрано Асена, означає, що добре.."
ham,"Ммм, це краще, тепер я отримав печеню! Мені було б краще, якби я трохи випив 2! Хороший індіанець?"
spam,"Ми знаємо когось, кого ви знаєте, кому ви подобаєтеся. Телефонуйте 09058097218 щоб дізнатися хто. А/с 6, LS15HB 150р"
ham,"Приходьте, це ."
ham,"Зробіть 1 річ! Змініть це речення на: \Оскільки я хочу зосередитися на своїй освітній кар'єрі, я йду звідси..\"""""
spam,"1000 фліртують ЗАРАЗ! Щоб приєднатися та спілкуватися в чаті, надішліть ДІВЧИНУ чи ЧОЛОПКА, своє ІМ’Я та ВІК, наприклад, ДІВЧИНУ ZOE 18 на номер 8007!"
ham,"Я йшов годину 2 c u! хіба це не показує, що я дбаю, ти не повіриш, що я серйозно?"
spam,"18 днів до старту Євро-2004! Щодня ви будете в курсі всіх останніх новин і результатів. Відмовтеся від підписки, надішліть GET EURO STOP на номер 83222."
ham,Чи готові ви на вечір 3 червня?
ham,"Ви не знаєте, коли закривається час і місце, де продаються 4d?"
ham,"Я отримав іншу роботу! Той, хто в лікарні аналізує дані чи щось таке, починається в понеділок! Не знаю, коли моя дисертація буде закінчена"
ham,Джей стає дуже нетерплячим і войовничим
ham,"HIYA COMIN 2 BRISTOL 1-Й ТИЖДЕНЬ КВІТНЯ. ЛЕС ЗІЙШОВ + РУДІ НА НОВОРОКУ, А Я ХРОПІВ. ВОНИ БУЛИ П'ЯНІ! ТИ ЩЕ В КОЛЕДЖІ? МОЯ РОБОТА ВІДПРАВЛЯЄ ЧОРНИЛО 2 БАТИ."
ham,"я на роботі Телефонуйте, будь ласка"
ham,Тоді ви керуєте.
ham,Ard 515 подобається dat. Y?
ham,"Скажи мені, що вони жіночі :V як справи? Ми вирішуємо, що все отримати зараз"
spam,Телевікторина EASTENDERS. З якою КВІТКОЮ порівнює себе ДОТ? D= ВІОЛЕТ E= ТЮЛЬПАН F= ЛІЛІЯ txt D E або F на номер 84025 ЗАРАЗ 4 шанси 2 ВИГРАТИ å100£ готівкою WKENT/150P16+
ham,Я працюю технічною підтримкою :)voice process.networking field.
ham,"Я міг би приїхати до Керали на 2 дні. Тому ви можете бути готові піти у відпустку, коли я завершу роботу. Не плануйте подорожі під час мого візиту. Потрібно завершити термінові роботи."
ham,"Гаразд Не впевнений, о котрій годині, тому що не впевнений, чи можна потрапити до бібліотеки перед заняттям. Спробую. Побачимося колись! Добрий вечір."
spam,"Ми маємо нові місцеві дати у вашому районі - Багато нових людей зареєстровано у ВАШОМУ РЕГІОНІ. Щоб почати зараз, надішліть відповідь ДАТА! 18 тільки www.flirtparty.us REPLYS150"
ham,"Це добре, я поскаржуся на вас про це пізніше"
ham,"Ні, моя мама ходила до 2 стоматологів."
ham,"Як тільки звільниться, подзвоніть мені, сер. я тебе чекаю"
ham,"Зустріч з тобою - моя робота. . . Скажіть мені, коли я буду робити свою роботу завтра"
spam,Хтось із ваших знайомих попросив нашу службу знайомств 2 зв’язатися з вами! Не можу вгадати хто? ТЕЛЕФОНУЙТЕ 09058091854 ЗАРАЗ все розкриється. PO BOX385 M6 6WU
ham,Закінчи купатися...
